DEPARTMENT,NAME,POPULATION,LEG2011ID,LEG2011TUR,RDRLEG2011,PDCILEG11,LEG2011WIN,N2011WINPC,MUN2013ID,MUN2013TUR,RDRMUN2013,PDCIMUN13,MUN2013WIN,N2013WINPC,Ouattara2010votes,total2010votes,Ouattara2010vs,Primary.Ethnicity,Mining.EconActivity,PavedRoad.Access,Prefecture,Mairie,Gendarmerie.Police.Poste,HealthClinic,Secondary.School,Bank,ServiceAccess.Index,Feel.Secure,DateFNarrived,FN.Presence.Type,FN.Commander,Commander.FromDepartment,Joined.FN,Joined.Ethnicity,Joined.Roles,Joined.Num,Majority.FN.FromElsewhere,Foreign.FN.Origins,Other.Armedgroups,Combat,Combat.Groups,Combat.Years,Combat.CasualtiesNum,Civilian.Victims,Civilian.Victims.Reason,Civilian.Victims.Num,Pillage,Pillage.Auteurs,FN.Organizedmeetings,Leaders.Cooperated,Cooperation.Types,Which.Leaders.Cooperated,Leaders.Opposed,Which.Leaders.Opposed,Leaders.Fled,Which.Leaders.Fled,MaintainOrder,LandDisputes,ProtectfromAttacks,Education,Education.FNinvolved,Health,Health.FNinvolved,Infrastructure,ProvideLoans,FN.CollectedTaxes,CollectedTaxes.How,Tensions,Tensions.Causes,ProvidedServices.Post2011,WhichServices.Post2011,CollectedTaxes.Post2011First2years,CollectedTaxes.Post2011First2years.How,ProvideServices.Today,ProvideServices.Today.How,CollectTaxes.Today,CollectTaxes.Today.How,CollectTaxes.Postwar.DUMMY,FN.LeaderVisits.Post2011First2years,FN.LeaderVisits.Post2011First2years.Why,FN.LeaderVisits.Today,FN.LeaderVisits.Today.Why,FN.LeaderVisits.DUMMY,FN.MaterialSupport.Post2011,MaterialSupport.Types,FN.Leader.LocalInterests,FN.MaterialSupport.DUMMY,FN.MP2016,FN.Maire,FN.ConseilRegional,FN.OtherPosition,FN.PoliticalPosition.DUMMY,Respondent.Profession,Respondent.Religion,Respondent.Ethnicity,Respondent.Education,Comprehension,Sincerity,Knowledge,ServiceAccess.Index2,Anypostwarinfluence,Ethnicity.Northern,Combat.DUMMY,Recruitment.DUMMY,Postwarinfluence.Index,FN.Organizedmeetings.DUMMY,Leaders.Cooperated.DUMMY,Predation.Index,CivilianViolence.DUMMY,Pillage.DUMMY,Tensions.DUMMY,CollaborativeGov,EliteSupport,Servicespost2011.DUMMY,Postwarinfluence.Index2,RDRindex,LPOP,BLOCKindex,FN.Governance.Index2,mining.DUMMY,LPOP2,spectrum,NAME2,commanderlocal.DUMMY,comzones,northern,pauv,harm_index_hh1,distance,victim,joined,taxed,supportFN_2,supportPROGOV,supportARMY,order
Ferkessédougou,Ferkess�dougou,120150,186,82,99.1,NA,RDR,99.1,141,41.2,33.6,NA,Independen,50.8,71082,81294,0.874382,Senoufo,0,1,yes,yes,yes,yes,yes,yes,6,yes,2002,Camp militaire,"Commandant de zone, from Odienne, then a Baoule, then a Lobi",no,yes,"Senoufo, Dyula, Moissi, Foreigners",Militaires,don't know,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,yes,"take children, malcomportement",don't know,yes,FN,yes,yes,"mediation, autre (taxes were too high, we did not accept this)","chefs traditionnels, religieux, politiciens locaux",yes,chefs traditionnels,yes,enseignants,"FN, chefs traditionnels, dozos, forces impartiales",chefs traditionnels,"FN, dozos, forces impartiales","FN, chefs traditionnels, enseignants professionnels, enseignants volontaires, ONG locale, acteurs internationaux",1,"FN, chefs traditionnels, personnels de sante professionel, acteurs internationaux",1,"FN, chefs traditionnels",FN (Credit du Nord),yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",occasionellement,"taxation, mauvais comportement de certains elements de FN",yes,maintenir l'ordre,yes,barrages routiers,yes,maintenir l'ordre,no,n/a,1,"oui, il reside/a reside ici","visite de nature militaire, visite chez des membres des elites communautaires, visite de nature privee",no,n/a,1,don't know,n/a,no,0,yes,no,no,no,1,representatif de chef de canton,Islam,Senoufo,pas d'enseignement formel acheve,quelques difficultes,tres sincere,bonne connaissance,8,1,1,0,1,2,1,1,3,1,1,1,0,0,1,3,66.35,11.69649624,74.95,6,0,11.69649624,2,Ferkess�dougou,0,0,0.870588235,0.5375,1.885714286,NA,0.3,0.35,0.15,0.15,0.1,0.2,2.2
Korhogo,Sohouo,16029,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,126646,161186,0.785713,Senoufo,0,0,no,no,no,yes,yes,no,2,yes,2002,Barrage,don't know,no,yes,Senoufo,Militaires,moins de cinquante,yes,Nord,"dozos, forces impartiales",yes,don't know,don't know,don't know,yes,opposition au FN,moins de vingt,no,n/a,no,no,n/a,n/a,yes,chefs traditionnels,yes,"enseignants, personnel de sante","FN, dozos",chefs traditionnels,dozos,enseignants volontaires,0,personnels de santé professionnels,0,personne,personne,yes,"laisser-passer, barrages routiers",occasionellement,"mauvais comportement de FN, conflits d'autorité entre leaders des Forces Nouvelles, divergences d'opinions politiques",no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,agriculteur,missing,missing,missing,pas de difficultes,partiellement sincere,bonne connaissance,4,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,NA,9.682154861,NA,1,0,9.682154861,0,Sohouo,0,0,1,NA,NA,1.71707864,0.1375,0.425,0.1625,0.3625,0.1,0.1625,2.6375
Ferkessédougou,Togoni�r�,13025,187,53.4,92.5,7.5,RDR,92.5,142,80.3,19.4,NA,Independen,45.3,71082,81294,0.874382,Senoufo,0,0,no,no,no,yes,no,no,1,no,2002,No permanent presence,Chef de poste (at Koumbala),no,yes,don't know,don't know,moins de cinquante,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,yes,FN,yes,yes,missing,chefs traditionnels,yes,chefs traditionnels,yes,"religieux, enseignants, personnel de sante",dozos,chefs traditionnels,dozos,"enseignants volontaires, autre (PNRC)",0,personnels de sante benevole,0,autre (CIDT),personne,yes,"directement des commercants, laisser-passer, barrages routiers, impots au marche","non, jamais",n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,agriculteur,Islam,missing,pas d'enseignement formel acheve,quelques difficultes,partiellement sincere,connaissance moyenne,3,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,55.95,9.474625867,68.9,0,0,9.474625867,1,Togoni�r�,0,0,1,NA,NA,NA,0.3,0.35,0.15,0.15,0.1,0.2,2.2
Gbéléban,Sedougou,4397,122,76.7,79.1,NA,RDR,79.1,42,89,100,NA,RDR,100,NA,NA,NA,Malinké,0,0,no,yes,no,yes,no,no,2,yes,2002,Camp militaire,"Ahmed, Diarassouba, Sangare, Fany (chef de postes)",no,no,n/a,n/a,n/a,yes,Nord,"dozos, forces impartiales",no,n/a,n/a,n/a,no,n/a,n/a,yes,FN,yes,yes,mediation,chefs traditionnels,no,n/a,yes,"enseignants, fonctionnaires","FN, dozos","FN, chefs traditionnels",dozos,"enseignants volontaires, autre (PNRC)",0,"personnels de sante professionnel, acteurs internationaux",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,"agent de mairie, chef du village",Islam,Malinke,BEPC,pas de difficultes,partiellement sincere,connaissance moyenne,4,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,89.55,8.388677769,89.55,1,0,8.388677769,1,Sedougou,0,0,NA,0.6,1.111111111,2.37850722,NA,NA,NA,NA,NA,NA,NA
Sinématiali,Kagbolodougou,9356,172,63,54.8,5.46,RDR,54.8,140,51.8,68.5,NA,RDR,68.5,NA,NA,NA,Senoufo,0,0,no,no,no,yes,no,no,1,yes,2002,Barrage,Commandant Oumar (comsecteur),no,yes,Senoufo,Militaires,moins de cinquante,yes,don't know,forces impartiales,no,n/a,n/a,n/a,yes,accusations injustes ouvers les personnes; ils cherchent les femmes des gens,moins de vingt,yes,FN,yes,yes,mediation,chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, chefs traditionnels, forces impartiales",chefs traditionnels,FN,"chefs traditionnels, enseignants volontaires",0,personnels de sante benevole,0,autre (COIC),personne,yes,"laisser-passer, barrages routiers, licences pour les taxis, autre (cotisations obligatoires imposees aux populations)",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,yes,maintenir l'ordre,yes,"laisser-passer, barrages routiers, licences pour les taxis",no,n/a,no,n/a,1,"oui, il reside/a reside ici",ceremonies de nature privee,no,n/a,1,no,n/a,no,0,no,no,no,no,0,chef du canton,Islam,Senoufo,BEPC,pas de difficultes,tres sincere,connaissance moyenne,3,1,1,0,1,1,1,1,3,1,1,1,0,0,1,2,61.65,9.143773128,61.65,2,0,9.143773128,1,Kagbolodougou,0,0,NA,NA,NA,1.397800831,0.1,0,0,0.2,0,0.1,2.3
Odienné,Ti�m�,9182,124,69.7,43.6,4.82,RDR,43.6,47,71.9,48.6,NA,RDR,48.6,43565,48431,0.899527,Malinké,0,0,no,yes,yes,yes,yes,no,4,yes,2002,Barrage,Djah Gao,no,yes,"Malinké,  Senoufo",Militaires,don't know,yes,Nord,"dozo, forces impartiales",yes,FN-FDS,2002,moins de vingt,yes,le comportement des FN,don't know,yes,FN,yes,yes,"autre (negotiated the arrival of the FN, sought approval from local leaders beforehand)",chefs traditionnels,no,n/a,yes,"enseignants, personnel de sante, autres fonctionnaires","FN, dozos","FN, chefs traditionnels","FN, dozos","FN, enseignants professionnels, enseignants volontaires, acteurs internationaux",1,"personnels de sante professionel, acteurs internationaux",0,personne,personne,yes,"directement des commercants, laisser-passer, barrages routiers, licences pour les taxis, impots au marche",occasionellement,mauvais comportement de certains elements des Forces Nouvelles,no,n/a,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,agent de la mairie,catholique,Adioukrou,Baccalaureat,pas de difficultes,tres sincere,connaissance moyenne,6,0,1,1,1,0,1,1,3,1,1,1,0,0,0,0,46.1,9.125000325,46.1,3,0,9.125000325,2,Ti�m�,0,0,0.333333333,NA,NA,NA,0.2,0.5,0.1,0.5,0,0.3,2.7
Sinématiali,Boukaha,5704,172,63,54.8,5.46,RDR,54.8,140,51.8,68.5,NA,RDR,68.5,NA,NA,NA,Senoufo,0,0,no,no,no,yes,no,no,1,no,2002,No permanent presence,Commandant Kone (chef de poste),no,yes,Senoufo,Militaire,moins de cinquante,yes,Nord,aucun,no,n/a,n/a,n/a,no,n/a,n/a,yes,criminels non identifies,yes,yes,missing,missing,no,n/a,yes,enseignants,"FN, forces impartiales",chefs traditionnels,forces impartiales,"chefs traditionnels, enseignants volontaires, acteurs internationaux, autre (parents d'ecole)",0,"chefs traditionnels, personnels de sante professionel, acteurs internationaux",0,"chefs traditionnels, autre (jeunesse du village)",personne,yes,barrages routiers,"non, jamais",n/a,yes,maintenir l'ordre,no,n/a,no,n/a,no,n/a,0,no,n/a,no,n/a,0,no,n/a,no,0,no,no,no,no,0,chef du village,autre (animiste),Senoufo,Pas d'enseignement primaire achevé,pas de difficulté achevée,tres sincère,bonne connaissance,3,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,61.65,8.648922962,61.65,1,0,8.648922962,1,Boukaha,0,0,1,NA,NA,1.530742704,0.1,0,0,0.2,0,0.1,2.3
Katiola,Timb�,11307,96,44.5,44.9,55.1,PDCI,55.1,162,50.1,49.5,47.9,RDR,49.5,28895,47970,0.602356,Senoufo,1,1,no,no,no,yes,no,no,1,no,2002,Barrage,don't know,no,no,n/a,n/a,n/a,yes,"Surrounding s/p (i.e. Katiola), CEDEAO",forces impartiales,no,n/a,n/a,n/a,yes,"Viols, pillages",entre cinquante et cent,yes,FN,no,yes,mediation ,chefs traditionnels,no,n/a,yes,enseignants,FN,FN,FN,enseignants volontaires,0,"personnels de santé volontaires, acteurs internationaux",0,personne,autre personnes puissante dans la communauté,yes,"barrages routiers, impots au marché",occasionellement,mauvais comportement,yes,maintenir l'ordre,no,n/a,no,n/a,no,n/a,0,Yes (Vetcho),Cérémonies publiques de nature religieuse ou nationale ,yes,Cérémonies publiques de nature religieuse ou nationale ,1,yes,Dons/offres à la communauté,missing,1,no,no,no,no,0,Travailleur manuel qualifié,Catholique,Senoufo,Pas d'enseignement primaire achevé,Quelques difficultés,Très sincere,Connaissance moyenne,3,1,1,0,0,2,0,1,3,1,1,1,0,0,1,3,47.2,9.333177282,52.3,2,1,9.333177282,0,Timb�,0,0,0,NA,NA,NA,0.45,0.45,0.65,0.05,0.05,0.1,1.7
Béoumi,Marabadiassa,6640,57,59.4,14.7,52.9,PDCI,52.9,148,67.2,NA,33.8,Independen,66.2,4006,30874,0.129753,Dendi (zerman du Niger),0,1,no,yes,yes,yes,yes,no,4,yes,2002,Camp militaire,Traore djakaridja (djackson),no,yes,"Bouake, burkina faso, mali",don't know,don't know,yes,"burkina faso, mali","dozo, forces impartiales",no,n/a,n/a,n/a,yes,"opposition a la rebellion, pilage, vol",entre cinquante et cent,yes,FN,yes,yes,mediation ,chefs traditionnels,yes,chefs traditionnels,yes,"enseignants, politiciens locaux personnels de santé et autres fonctionnaires",FN,"FN, chefs traditionnels",FN,"chefs traditionnels, enseignants professionnels, enseignants volontaires, ONG locale, acteurs internationaux",0,"personnels de santé volontaires, acteurs internationaux",0,personne,"chefs traditionnels, autres personnes puissante de la communauté",yes,"directement des commercants, laisser-passer, barrages routiers, impots au marché",frequemment,"question de terre/propriété, mauvais comportement de certains elements de la FN, conflit d'autorité entre les leaders des FN ou et entre les leaders des FN et d'autres personnes importantes dans la communauté",yes,"maintenir l'ordre, reprimer la criminalité",no,n/a,no,n/a,no,n/a,0,Yes((rarely),Visite de nature privée,no,n/a,1,no,n/a,no,0,missing,no,no,no,0,professeur(enseignant),musulman,dandawa(zerman),université achevée,pas de difficulté achevée,tres sincère,bonne connaissance,6,1,0,0,1,1,1,1,4,1,1,1,0,0,1,2,NA,8.800867242,59.55,2,0,8.800867242,0,Marabadiassa,0,0,0.333333333,NA,NA,0.468999707,0.733333333,0.533333333,0.6,0.133333333,0,0.033333333,1.4
Séguéla,Dualla,8130,204,71.2,54.1,10.1,RDR,54.1,182,73.1,42.8,NA,RDR,42.8,37406,44296,0.844455,Malinké,1,0,no,yes,no,yes,yes,no,3,yes,2002,Barrage,"Koné, Samassi, Fofanna, Tuo (""chef de poste"")",yes,yes,"Malinké (Koyaka), 'melangé'",Militaires,moins de cinquante,yes,"Nord, CEDEAO","dozos, forces impartiales",no,n/a,n/a,n/a,yes,"Justice sommaire, mauvaise comportement de FN",plus de cent,yes,FN,yes,yes,"mediation, public services","chefs traditionnels, politiciens locaux, autres fonctionnaires (mairie), leaders de la societe civile, leaders d'associations de jeunes, dozos (chef de dozos)",no,n/a,yes,"enseignants, autres fonctionnaires, politiciens locaux, commercants, personnel de sante, leaders de la societe civile","FN, dozos, forces impartiales",FN,"FN, dozos","enseignants professionnels, enseignants volontaires, acteurs internationaux, ONG locale",0,"personnels de santé professionels, personnels de santé volontaires, acteurs internationaux",0,autre (Community members),personne,yes,"directement des commercants, barrages routiers, autre (enrigistre des enfants a la mairie)",occasionellement,mauvais comportement de FN,yes,"maintenir l'ordre, proteger des attaques d'autres groupes armes",no,n/a,no,n/a,no,n/a,0,no,N/A,no,n/a,0,missing,Potential dons au demobilise (CHECK),no,0,yes,no,no,no,1,"Fontionnaire de mairie, Chef traditionnel",Islam,Senoufo,Formation professionelle après le BEPC,Pas de difficultes ,Partiellement sincere,Bonne connaissance,5,1,1,0,1,1,1,1,3,1,1,1,0,0,1,2,48.45,9.003316203,48.45,2,1,9.003316203,1,Dualla,1,0,0.083333333,NA,NA,0.879994381,0.6,0.733333333,0.433333333,0,0,0,1.533333333
Béoumi,Ando-K�kr�nou,12526,56,49.2,17.8,25.5,Independent,56.9,147,48.1,NA,19.7,Independen,32.8,NA,NA,NA,Baoulé,0,0,no,no,no,yes,no,no,1,yes,2002,No permanent presence,don't know,don't know,no,n/a,n/a,n/a,yes,don't know,none,no,n/a,n/a,n/a,yes,"On a accusé quelques d avoir tué quelques un d autre, puis il y a eu une personne tue par balle perdue",moins de vingt,missing,missing,no,no,n/a,n/a,no,n/a,yes,"enseignants, jeunes",FN,"FN, chefs traditionnels",FN,enseignants volontaires,0,"personnels de santé professionels, ONG locale, acteurs internationaux",0,personne,personne,no,n/a,jamais,n/a,no,n/a,no,n/a,no,n/a,no,n/a,0,missing,missing,missing,missing,0,no,n/a,missing,0,no,no,no,n/a,0,Agriculteur,Other Christian,Baoulé,Primaire,Beaucoup de difficultés,Très sincere,,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,9.435561763,44.85,2,0,9.435561763,0,Ando-K�kr�nou,0,0,0,0.368421053,6.157894737,NA,0.733333333,0.533333333,0.6,0.133333333,0,0.033333333,1.4
Bouaké,N'Dj�bonouan,30821,62,51,NA,26.3,Independent,57.9,153,55.6,NA,27.6,Independen,41.2,NA,NA,NA,Baoulé,0,1,no,yes,yes,yes,yes,no,4,missing,2002,Camp militaire,"Germain, Coulibaly",don't know,yes,Baoulé,Militaires,moins de cinquante,yes,"Nord, CEDEAO",forces impartiales,yes,FN-FDS,"2002, 2003",don't know,yes,"Un civil ne s est pas arreté avec sa voiture les FN avaient peur qui il avait des armes et ont tiré sur lui. Un autre a recu une balle perdue. Pas beaucoup de tueries mais les personnes ont été maltraitée, chicoté, inclus une fille et un adjoint au maire qui a été arrêté, ils s est sauvé car un jeune de la communauté qui était dans les FN l a reconnu
",plus de cent,yes,FN,yes,yes,mediation,"chefs traditionnels, leaders d’associations de jeunes, autre (Cadres de Djebonoua qui sont a Abidjan)",no,n/a,yes,"politiciens locaux, commerçants et hommes/femmes d’affaires, enseignants et autres fonctionnaires",FN,"chefs traditionnels, leaders d'associations des jeunes","FN, forces impartiales","enseignants volontaires, FN",1,"religieux, FN, chefs traditionnels",1,"acteurs internationaux, chefs traditionnels",ONG locale (association de microfinance),yes,"directement des commerçants, laisser-passer, barrages routiers, licences pour les taxis, impots au marché
",occasionellement,"mauvais comportement des FN, tensions sécuritaires due à la proximité avec la ligne de front",no,n/a,no,n/a,no,n/a,no,n/a,0,missing,missing,missing,missing,1,yes,"Le commandant Coulibaly, une fois réintègre dans la douane, a aidé deux personnes a rentrer a la douane. ",missing,1,no,no,no (check),no,0,Agriculteur,Catholique,Baoulé,Pas d'enseignement primaire achevé,Quelques difficultés,Partiellement sincere,Bonne connaissance,6,1,0,1,1,2,1,1,3,1,1,1,0,0,0,2,NA,10.33595155,49.55,4,0,10.33595155,2,N'Dj�bonouan,0,0,0,0.5,5.2,NA,0.466666667,0.588888889,0.377777778,0.122222222,0.077777778,0.288888889,1.322222222
Sakassou,Sakassou,56230,63,56.1,35.2,56.7,PDCI,56.7,154,55.9,41.6,51.3,PDCI,51.3,NA,NA,NA,Baoulé,0,1,yes,yes,yes,yes,yes,no,5,no,2002,Camp militaire,"Julien Toh, Aidara",no,yes,"Sénoufo, Malinké",Militaires,don't know,yes,Nord,"dozo, forces impartiales",yes,FN-FDS,"2002, 2004",don't know,yes,A cause des pillages/vols,entre cinquante et cent,yes,"FN, personnes de la communauté, criminels",no,yes,mediation,"chefs traditionnels, leaders d’associations de jeunes
",no,n/a,yes,"religieux (sauf les missionnaires italiens), politiciens locaux, commerçants et hommes/femmes d’affaires (la plus part), enseignants
",FN,"FN, chefs traditionnels",FN,"enseignants professionnels, enseignants volontaires
",0,religieux,0,personne,personne,yes,"directement des commerçants, laisser-passer, barrages routiers, impots au marché , autre (en occasion d une fete on faisait payer à chaque village des vivres)",occasionellement,mauvais comportement des FN,no,n/a,no,n/a,no,n/a,no,n/a,0,missing,missing,missing,missing,0,missing,missing,missing,0,missing,missing,missing,missing,0,Enseignant,Catholique,Baoulé,BEPC,Quelques difficultés,Très sincere,Connaissance moyenne,7,0,0,1,1,0,0,1,3,1,1,1,0,0,0,0,38.4,10.9372057,54,2,0,10.9372057,0,Sakassou,0,0,0.074074074,0.775,3.710526316,0.074055703,0.5,0.4,0.5,0,0.15,0.25,0.4
